,Team,ScoreDescending,Overs,RPO,Inns,Result,Opposition,Ground,Start_Date,Year,Runs,Range
222,South Africa,317/5,50.0,6.34,1,won,vPakistan,Dubai (DSC),8 Nov 2010,2010,317,B'twn 300 & 400 runs
223,Pakistan,317/7,50.0,6.34,1,won,vKenya,Hambantota,23 Feb 2011,2011,317,B'twn 300 & 400 runs
224,Sri Lanka,317/6,50.0,6.34,1,won,vEngland,Colombo (RPS),26 Nov 2014,2014,317,B'twn 300 & 400 runs
225,India,317/6,50.0,6.34,1,won,vBangladesh,Dhaka,24 Jun 2015,2015,317,B'twn 300 & 400 runs
226,England,316/6,50.0,6.32,1,lost,vIndia,The Oval,5 Sep 2007,2007,316,B'twn 300 & 400 runs
227,West Indies,316/4,50.0,6.32,1,won,vCanada,Kingston,13 Apr 2010,2010,316,B'twn 300 & 400 runs
228,India,316/9,50.0,6.32,2,lost,vEngland,Rajkot,11 Jan 2013,2013,316,B'twn 300 & 400 runs
229,England,316/8,50.0,6.32,1,won,vAustralia,Perth,24 Jan 2014,2014,316,B'twn 300 & 400 runs
230,Pakistan,316/4,50.0,6.32,1,won,vSri Lanka,Colombo (RPS),19 Jul 2015,2015,316,B'twn 300 & 400 runs
231,India,316/9,50.0,6.32,2,lost,vEngland,Kolkata,22 Jan 2017,2017,316,B'twn 300 & 400 runs
232,Netherlands,315/8,50.0,6.3,1,won,vBermuda,Rotterdam,18 Aug 2007,2007,315,B'twn 300 & 400 runs
233,Pakistan,315/3,50.0,6.3,1,won,vIndia,Dhaka,14 Jun 2008,2008,315,B'twn 300 & 400 runs
234,New Zealand,315/7,50.0,6.3,1,won,vSri Lanka,Johannesburg,27 Sep 2009,2009,315,B'twn 300 & 400 runs
235,Sri Lanka,315/6,50.0,6.3,1,lost,vIndia,Kolkata,24 Dec 2009,2009,315,B'twn 300 & 400 runs
236,New Zealand,315/7,50.0,6.3,1,lost,vIndia,Bengaluru,7 Dec 2010,2010,315,B'twn 300 & 400 runs
237,West Indies,315/5,50.0,6.3,1,won,vNew Zealand,Kingston,7 Jul 2012,2012,315,B'twn 300 & 400 runs
238,South Africa,315/4,50.0,6.3,1,won,vPakistan,Bloemfontein,10 Mar 2013,2013,315,B'twn 300 & 400 runs
239,Australia,315/7,50.0,6.3,1,won,vEngland,Manchester,8 Sep 2013,2013,315,B'twn 300 & 400 runs
240,New Zealand,315/8,50.0,6.3,1,won,vSri Lanka,Dunedin,25 Jan 2015,2015,315,B'twn 300 & 400 runs
241,Sri Lanka,314/8,49.5,6.3,2,won,vSouth Africa,Johannesburg,22 Jan 2012,2012,314,B'twn 300 & 400 runs
242,India,314/6,50.0,6.28,1,won,vSri Lanka,Hambantota,21 Jul 2012,2012,314,B'twn 300 & 400 runs
243,New Zealand,314,50.0,6.28,1,tied,vIndia,Auckland,25 Jan 2014,2014,314,B'twn 300 & 400 runs
244,India,314/9,50.0,6.28,2,tied,vNew Zealand,Auckland,25 Jan 2014,2014,314,B'twn 300 & 400 runs
245,Pakistan,313/9,50.0,6.26,1,won,vSri Lanka,Abu Dhabi,20 May 2007,2007,313,B'twn 300 & 400 runs
246,Bangladesh,313/6,47.5,6.54,2,won,vZimbabwe,Bulawayo,16 Aug 2009,2009,313,B'twn 300 & 400 runs
247,Zimbabwe,313/4,50.0,6.26,1,won,vKenya,Harare,12 Oct 2009,2009,313,B'twn 300 & 400 runs
248,Canada,312/4,49.4,6.28,2,won,vIreland,Nairobi (Jaff),4 Feb 2007,2007,312,B'twn 300 & 400 runs
249,Zimbabwe,312/8,50.0,6.24,1,lost,vBangladesh,Bulawayo,16 Aug 2009,2009,312,B'twn 300 & 400 runs
250,Sri Lanka,312/4,50.0,6.24,1,won,vBangladesh,Dambulla,18 Jun 2010,2010,312,B'twn 300 & 400 runs
251,South Africa,312/4,50.0,6.24,1,lost,vSri Lanka,Johannesburg,22 Jan 2012,2012,312,B'twn 300 & 400 runs
252,Sri Lanka,312/1,47.2,6.59,2,won,vEngland,Wellington,1 Mar 2015,2015,312,B'twn 300 & 400 runs
253,Sri Lanka,312,46.2,6.73,2,lost,vAustralia,Sydney,8 Mar 2015,2015,312,B'twn 300 & 400 runs
254,Pakistan,312,49.1,6.34,2,lost,vAustralia,Adelaide,26 Jan 2017,2017,312,B'twn 300 & 400 runs
255,New Zealand,311/7,50.0,6.22,1,won,vPakistan,Auckland,5 Feb 2011,2011,311,B'twn 300 & 400 runs
256,India,311/7,50.0,6.22,1,won,vWest Indies,Port of Spain,5 Jul 2013,2013,311,B'twn 300 & 400 runs
257,Sri Lanka,311,49.4,6.26,2,lost,vPakistan,Sharjah,18 Dec 2013,2013,311,B'twn 300 & 400 runs
258,Sri Lanka,311,49.5,6.24,1,n/r,vBangladesh,Dambulla,28 Mar 2017,2017,311,B'twn 300 & 400 runs
259,India,310/4,46.5,6.61,2,won,vSri Lanka,Karachi,3 Jul 2008,2008,310,B'twn 300 & 400 runs
260,Sri Lanka,310/9,50.0,6.2,1,won,vPakistan,Hambantota,26 Aug 2014,2014,310,B'twn 300 & 400 runs
261,West Indies,310/6,50.0,6.2,1,won,vPakistan,Christchurch,21 Feb 2015,2015,310,B'twn 300 & 400 runs
262,Australia,310/5,49.2,6.28,2,won,vIndia,Perth,12 Jan 2016,2016,310,B'twn 300 & 400 runs
263,Pakistan,309/2,45.3,6.79,2,won,vIndia,Karachi,2 Jul 2008,2008,309,B'twn 300 & 400 runs
264,Sri Lanka,309/5,50.0,6.18,1,won,vPakistan,Lahore,24 Jan 2009,2009,309,B'twn 300 & 400 runs
265,Sri Lanka,309/5,50.0,6.18,1,won,vEngland,Leeds,1 Jul 2011,2011,309,B'twn 300 & 400 runs
266,Pakistan,309,48.1,6.41,2,lost,vSouth Africa,Johannesburg,17 Mar 2013,2013,309,B'twn 300 & 400 runs
267,Bangladesh,309/6,49.2,6.26,2,won,vNew Zealand,Fatullah,3 Nov 2013,2013,309,B'twn 300 & 400 runs
268,South Africa,309/3,50.0,6.18,1,won,vZimbabwe,Bulawayo,17 Aug 2014,2014,309,B'twn 300 & 400 runs
269,England,309/6,50.0,6.18,1,lost,vSri Lanka,Wellington,1 Mar 2015,2015,309,B'twn 300 & 400 runs
270,Australia,309/7,49.0,6.3,1,won,vEngland,Lord's,5 Sep 2015,2015,309,B'twn 300 & 400 runs
271,India,309/3,50.0,6.18,1,lost,vAustralia,Perth,12 Jan 2016,2016,309,B'twn 300 & 400 runs
272,Australia,309/3,49.0,6.3,2,won,vIndia,Brisbane,15 Jan 2016,2016,309,B'twn 300 & 400 runs
273,England,309/4,40.1,7.69,2,won,vSri Lanka,The Oval,29 Jun 2016,2016,309,B'twn 300 & 400 runs
274,England,309/8,50.0,6.18,1,won,vBangladesh,Dhaka,7 Oct 2016,2016,309,B'twn 300 & 400 runs
275,West Indies,309/6,49.0,6.3,2,won,vPakistan,Providence,7 Apr 2017,2017,309,B'twn 300 & 400 runs
276,Ireland,308/7,50.0,6.16,1,lost,vCanada,Nairobi (Jaff),4 Feb 2007,2007,308,B'twn 300 & 400 runs
277,Pakistan,308/8,50.0,6.16,1,won,vBangladesh,Lahore,13 Apr 2008,2008,308,B'twn 300 & 400 runs
278,India,308/7,50.0,6.16,1,lost,vPakistan,Karachi,2 Jul 2008,2008,308,B'twn 300 & 400 runs
279,Sri Lanka,308/8,50.0,6.16,1,lost,vIndia,Karachi,3 Jul 2008,2008,308,B'twn 300 & 400 runs
280,Zimbabwe,308/6,50.0,6.16,1,won,vKenya,Kolkata,20 Mar 2011,2011,308,B'twn 300 & 400 runs
281,India,308/8,50.0,6.16,1,lost,vAustralia,Brisbane,15 Jan 2016,2016,308,B'twn 300 & 400 runs
282,Pakistan,308/6,50.0,6.16,1,won,vWest Indies,Abu Dhabi,5 Oct 2016,2016,308,B'twn 300 & 400 runs
283,Pakistan,308/5,50.0,6.16,1,lost,vWest Indies,Providence,7 Apr 2017,2017,308,B'twn 300 & 400 runs
284,Australia,307/7,50.0,6.14,1,n/r,vIndia,Bengaluru,29 Sep 2007,2007,307,B'twn 300 & 400 runs
285,England,307/5,50.0,6.14,1,won,vNew Zealand,Chester-le-Street,15 Jun 2008,2008,307,B'twn 300 & 400 runs
286,Sri Lanka,307/6,50.0,6.14,1,won,vIndia,Colombo (RPS),12 Sep 2009,2009,307,B'twn 300 & 400 runs
287,Ireland,307/4,47.4,6.44,2,won,vNetherlands,Kolkata,18 Mar 2011,2011,307,B'twn 300 & 400 runs
288,Sri Lanka,307/4,50.0,6.14,1,won,vSouth Africa,Colombo (RPS),31 Jul 2013,2013,307,B'twn 300 & 400 runs
289,New Zealand,307/5,50.0,6.14,1,lost,vBangladesh,Fatullah,3 Nov 2013,2013,307,B'twn 300 & 400 runs
290,Ireland,307/6,45.5,6.69,2,won,vWest Indies,Nelson,16 Feb 2015,2015,307,B'twn 300 & 400 runs
291,India,307/7,50.0,6.14,1,won,vSouth Africa,Melbourne,22 Feb 2015,2015,307,B'twn 300 & 400 runs
292,Bangladesh,307,49.4,6.18,1,won,vIndia,Dhaka,18 Jun 2015,2015,307,B'twn 300 & 400 runs
293,New Zealand,307/8,50.0,6.14,1,won,vAustralia,Auckland,3 Feb 2016,2016,307,B'twn 300 & 400 runs
294,South Africa,307/6,50.0,6.14,1,won,vSri Lanka,Durban,1 Feb 2017,2017,307,B'twn 300 & 400 runs
295,Africa XI,306,49.5,6.14,2,lost,vAsia XI,Chennai,9 Jun 2007,2007,306,B'twn 300 & 400 runs
296,Australia,306/6,50.0,6.12,1,won,vIndia,Kochi,2 Oct 2007,2007,306,B'twn 300 & 400 runs
297,Pakistan,306/6,50.0,6.12,1,won,vIndia,Jaipur,18 Nov 2007,2007,306,B'twn 300 & 400 runs
298,Zimbabwe,306/7,50.0,6.12,1,won,vKenya,Mombasa,27 Jan 2009,2009,306,B'twn 300 & 400 runs
299,Netherlands,306,50.0,6.12,1,lost,vIreland,Kolkata,18 Mar 2011,2011,306,B'twn 300 & 400 runs
300,Sri Lanka,306,49.2,6.2,2,lost,vAustralia,Brisbane,4 Mar 2012,2012,306,B'twn 300 & 400 runs
301,New Zealand,306/7,49.0,6.24,2,won,vEngland,Southampton,14 Jun 2015,2015,306,B'twn 300 & 400 runs
302,Australia,305/5,50.0,6.1,1,won,vSri Lanka,Melbourne,11 Jan 2013,2013,305,B'twn 300 & 400 runs
303,South Africa,305,50.0,6.1,2,lost,vIndia,Cardiff,6 Jun 2013,2013,305,B'twn 300 & 400 runs
304,Australia,305/6,50.0,6.1,1,won,vEngland,Southampton,3 Sep 2015,2015,305,B'twn 300 & 400 runs
305,Sri Lanka,305/5,42.0,7.26,1,lost,vEngland,The Oval,29 Jun 2016,2016,305,B'twn 300 & 400 runs
306,Netherlands,304/9,50.0,6.08,1,won,vBermuda,Potchefstroom,8 Apr 2009,2009,304,B'twn 300 & 400 runs
307,South Africa,304/3,50.0,6.08,2,won,vWest Indies,Roseau,30 May 2010,2010,304,B'twn 300 & 400 runs
308,India,304/6,50.0,6.08,1,lost,vEngland,Cardiff,16 Sep 2011,2011,304,B'twn 300 & 400 runs
309,Sri Lanka,304/5,48.4,6.24,2,won,vSouth Africa,Kimberley,20 Jan 2012,2012,304,B'twn 300 & 400 runs
310,India,304/3,50.0,6.08,1,won,vSri Lanka,Dhaka,13 Mar 2012,2012,304,B'twn 300 & 400 runs
311,Australia,304/8,50.0,6.08,1,won,vIndia,Pune,13 Oct 2013,2013,304,B'twn 300 & 400 runs
312,Australia,304/6,49.3,6.14,2,won,vIndia,Mohali,19 Oct 2013,2013,304,B'twn 300 & 400 runs
313,South Africa,304/5,50.0,6.08,1,won,vSri Lanka,Colombo (RPS),6 Jul 2014,2014,304,B'twn 300 & 400 runs
314,India,304/6,50.0,6.08,1,won,vEngland,Cardiff,27 Aug 2014,2014,304,B'twn 300 & 400 runs
315,Australia,304/7,49.5,6.1,2,won,vEngland,Hobart,23 Jan 2015,2015,304,B'twn 300 & 400 runs
316,West Indies,304/7,50.0,6.08,1,lost,vIreland,Nelson,16 Feb 2015,2015,304,B'twn 300 & 400 runs
317,Zimbabwe,304/3,49.0,6.2,2,won,vNew Zealand,Harare,2 Aug 2015,2015,304,B'twn 300 & 400 runs
318,South Africa,304/7,50.0,6.08,1,won,vNew Zealand,Centurion,19 Aug 2015,2015,304,B'twn 300 & 400 runs
319,England,304/7,48.2,6.28,2,won,vAustralia,Leeds,11 Sep 2015,2015,304,B'twn 300 & 400 runs
320,Pakistan,304/6,48.2,6.28,2,won,vEngland,Cardiff,4 Sep 2016,2016,304,B'twn 300 & 400 runs
321,Ireland,304,47.3,6.4,2,lost,vAfghanistan,Greater Noida,17 Mar 2017,2017,304,B'twn 300 & 400 runs
322,Sri Lanka,303/5,50.0,6.06,1,won,vWest Indies,Providence,1 Apr 2007,2007,303,B'twn 300 & 400 runs
323,West Indies,303/4,50.0,6.06,1,won,vCanada,King City (NW),22 Aug 2008,2008,303,B'twn 300 & 400 runs
324,Zimbabwe,303/8,50.0,6.06,1,won,vIreland,Nairobi (Gym),17 Oct 2008,2008,303,B'twn 300 & 400 runs
325,Australia,303/7,50.0,6.06,1,won,vSouth Africa,Johannesburg,17 Apr 2009,2009,303,B'twn 300 & 400 runs
326,New Zealand,303/8,50.0,6.06,1,won,vPakistan,Abu Dhabi,6 Nov 2009,2009,303,B'twn 300 & 400 runs
327,West Indies,303/6,50.0,6.06,1,lost,vSouth Africa,Roseau,30 May 2010,2010,303,B'twn 300 & 400 runs
328,South Africa,303/6,50.0,6.06,1,won,vAustralia,Port Elizabeth,23 Oct 2011,2011,303,B'twn 300 & 400 runs
329,India,303/9,50.0,6.06,1,lost,vAustralia,Mohali,19 Oct 2013,2013,303,B'twn 300 & 400 runs
330,New Zealand,303/5,50.0,6.06,1,won,vIndia,Wellington,31 Jan 2014,2014,303,B'twn 300 & 400 runs
331,England,303/6,50.0,6.06,1,won,vWest Indies,North Sound,5 Mar 2014,2014,303,B'twn 300 & 400 runs
332,England,303/8,50.0,6.06,1,lost,vAustralia,Hobart,23 Jan 2015,2015,303,B'twn 300 & 400 runs
333,England,303/8,50.0,6.06,1,won,vScotland,Christchurch,23 Feb 2015,2015,303,B'twn 300 & 400 runs
334,New Zealand,303/4,50.0,6.06,1,lost,vZimbabwe,Harare,2 Aug 2015,2015,303,B'twn 300 & 400 runs
335,South Africa,303/5,50.0,6.06,1,won,vIndia,Kanpur,11 Oct 2015,2015,303,B'twn 300 & 400 runs
336,Sri Lanka,303/7,50.0,6.06,1,won,vIreland,Dublin (Malahide),16 Jun 2016,2016,303,B'twn 300 & 400 runs
337,Sri Lanka,302/7,50.0,6.04,1,won,vPakistan,Karachi,29 Jun 2008,2008,302,B'twn 300 & 400 runs
338,Australia,302/6,48.2,6.24,2,won,vEngland,Nottingham,15 Sep 2009,2009,302,B'twn 300 & 400 runs
339,Pakistan,302/9,50.0,6.04,1,won,vIndia,Centurion,26 Sep 2009,2009,302,B'twn 300 & 400 runs
340,Sri Lanka,302/7,49.1,6.14,2,won,vIndia,Nagpur,18 Dec 2009,2009,302,B'twn 300 & 400 runs
341,New Zealand,302/7,50.0,6.04,1,won,vPakistan,Pallekele,8 Mar 2011,2011,302,B'twn 300 & 400 runs
342,Sri Lanka,302/9,50.0,6.04,1,lost,vBangladesh,Pallekele,28 Mar 2013,2013,302,B'twn 300 & 400 runs
343,Afghanistan,302/5,50.0,6.04,1,won,vU.A.E.,Kuala Lumpur,2 May 2014,2014,302,B'twn 300 & 400 runs
344,Sri Lanka,302/6,50.0,6.04,1,won,vEngland,Colombo (RPS),16 Dec 2014,2014,302,B'twn 300 & 400 runs
345,India,302/6,50.0,6.04,1,won,vBangladesh,Melbourne,19 Mar 2015,2015,302,B'twn 300 & 400 runs
346,England,302,45.2,6.66,1,lost,vNew Zealand,Southampton,14 Jun 2015,2015,302,B'twn 300 & 400 runs
347,England,302/9,50.0,6.04,1,lost,vPakistan,Cardiff,4 Sep 2016,2016,302,B'twn 300 & 400 runs
348,England,301/9,49.5,6.04,2,won,vWest Indies,Bridgetown,21 Apr 2007,2007,301,B'twn 300 & 400 runs
349,India,301/4,42.1,7.13,2,won,vPakistan,Karachi,26 Jun 2008,2008,301,B'twn 300 & 400 runs
350,Australia,301/9,50.0,6.02,1,won,vNew Zealand,Sydney,8 Feb 2009,2009,301,B'twn 300 & 400 runs
351,South Africa,301/9,50.0,6.02,2,lost,vEngland,Centurion,27 Sep 2009,2009,301,B'twn 300 & 400 runs
352,India,301/7,50.0,6.02,1,lost,vSri Lanka,Nagpur,18 Dec 2009,2009,301,B'twn 300 & 400 runs
353,South Africa,301/8,50.0,6.02,1,won,vSri Lanka,Paarl,11 Jan 2012,2012,301,B'twn 300 & 400 runs
354,South Africa,301/8,50.0,6.02,1,n/r,vIndia,Centurion,11 Dec 2013,2013,301,B'twn 300 & 400 runs
355,Australia,301/9,49.3,6.08,2,won,vEngland,Brisbane,17 Jan 2014,2014,301,B'twn 300 & 400 runs
356,West Indies,300,49.5,6.02,1,lost,vEngland,Bridgetown,21 Apr 2007,2007,300,B'twn 300 & 400 runs
357,Bangladesh,300/8,50.0,6.0,1,won,vU.A.E.,Lahore,24 Jun 2008,2008,300,B'twn 300 & 400 runs
358,South Africa,300/5,50.0,6.0,1,won,vWest Indies,North Sound,24 May 2010,2010,300,B'twn 300 & 400 runs
359,South Africa,300/7,49.4,6.04,2,won,vIndia,Nagpur,12 Mar 2011,2011,300,B'twn 300 & 400 runs
360,India,300/7,50.0,6.0,1,won,vEngland,Hyderabad (Deccan),14 Oct 2011,2011,300,B'twn 300 & 400 runs
361,India,300/5,49.2,6.08,2,won,vEngland,Mohali,20 Oct 2011,2011,300,B'twn 300 & 400 runs
362,England,300/8,50.0,6.0,1,lost,vAustralia,Brisbane,17 Jan 2014,2014,300,B'twn 300 & 400 runs
363,Sri Lanka,300/9,50.0,6.0,1,won,vEngland,Lord's,31 May 2014,2014,300,B'twn 300 & 400 runs
364,Australia,300/8,50.0,6.0,1,won,vSouth Africa,Perth,14 Nov 2014,2014,300,B'twn 300 & 400 runs
365,India,300/7,50.0,6.0,1,won,vPakistan,Adelaide,15 Feb 2015,2015,300,B'twn 300 & 400 runs
366,England,300/8,50.0,6.0,1,won,vAustralia,Manchester,8 Sep 2015,2015,300,B'twn 300 & 400 runs
367,India,299/7,50.0,5.98,2,lost,vAustralia,Nagpur,14 Oct 2007,2007,299,B'twn 200 & 300 runs
368,India,299,49.1,6.08,2,lost,vAustralia,Sydney,24 Feb 2008,2008,299,B'twn 200 & 300 runs
369,Pakistan,299/4,50.0,5.98,1,lost,vIndia,Karachi,26 Jun 2008,2008,299,B'twn 200 & 300 runs
370,England,299,50.0,5.98,1,lost,vAustralia,Nottingham,15 Sep 2009,2009,299,B'twn 200 & 300 runs
371,Sri Lanka,299/8,50.0,5.98,1,won,vIndia,Dambulla,28 Aug 2010,2010,299,B'twn 200 & 300 runs
372,England,299/8,50.0,5.98,1,won,vAustralia,Adelaide,26 Jan 2011,2011,299,B'twn 200 & 300 runs
373,South Africa,299/7,50.0,5.98,1,lost,vSri Lanka,Kimberley,20 Jan 2012,2012,299,B'twn 200 & 300 runs
374,Pakistan,299/4,50.0,5.98,1,won,vZimbabwe,Harare,29 Aug 2013,2013,299,B'twn 200 & 300 runs
375,New Zealand,299/5,50.0,5.98,1,won,vPakistan,Abu Dhabi,17 Dec 2014,2014,299,B'twn 200 & 300 runs
376,New Zealand,299/6,42.5,6.98,2,won,vSouth Africa,Auckland,24 Mar 2015,2015,299,B'twn 200 & 300 runs
377,Australia,299/7,50.0,5.98,1,lost,vEngland,Leeds,11 Sep 2015,2015,299,B'twn 200 & 300 runs
378,India,299/8,50.0,5.98,1,won,vSouth Africa,Chennai,22 Oct 2015,2015,299,B'twn 200 & 300 runs
379,India,298/9,50.0,5.96,1,won,vSouth Africa,Jaipur,21 Feb 2010,2010,298,B'twn 200 & 300 runs
380,Zimbabwe,298/9,50.0,5.96,1,won,vCanada,Nagpur,28 Feb 2011,2011,298,B'twn 200 & 300 runs
381,West Indies,298/4,50.0,5.96,1,won,vBangladesh,Dhaka,13 Oct 2011,2011,298,B'twn 200 & 300 runs
382,England,298/4,50.0,5.96,1,lost,vIndia,Mohali,20 Oct 2011,2011,298,B'twn 200 & 300 runs
383,Australia,298,49.1,6.06,1,won,vEngland,Southampton,16 Sep 2013,2013,298,B'twn 200 & 300 runs
384,India,298/7,50.0,5.96,2,lost,vSouth Africa,Kanpur,11 Oct 2015,2015,298,B'twn 200 & 300 runs
385,Hong Kong,298/4,50.0,5.96,1,won,vU.A.E.,ICCA Dubai,16 Nov 2015,2015,298,B'twn 200 & 300 runs
386,India,297/4,47.3,6.25,2,won,vBangladesh,Dhaka,7 Jan 2010,2010,297,B'twn 200 & 300 runs
387,South Africa,297,50.0,5.94,2,lost,vIndia,Jaipur,21 Feb 2010,2010,297,B'twn 200 & 300 runs
388,Australia,297/4,49.1,6.04,2,won,vEngland,Melbourne,16 Jan 2011,2011,297,B'twn 200 & 300 runs
389,Sri Lanka,297/3,47.1,6.29,2,won,vEngland,The Oval,13 Jun 2013,2013,297,B'twn 200 & 300 runs
390,Bangladesh,297/6,50.0,5.94,1,won,vZimbabwe,Dhaka,26 Nov 2014,2014,297,B'twn 200 & 300 runs
391,Sri Lanka,296/9,50.0,5.92,1,won,vPakistan,Abu Dhabi,22 May 2007,2007,296,B'twn 200 & 300 runs
392,England,296/7,50.0,5.92,1,won,vSouth Africa,The Oval,29 Aug 2008,2008,296,B'twn 200 & 300 runs
393,Australia,296/8,50.0,5.92,1,won,vEngland,Nottingham,17 Sep 2009,2009,296,B'twn 200 & 300 runs
394,Bangladesh,296/6,50.0,5.92,1,lost,vIndia,Dhaka,7 Jan 2010,2010,296,B'twn 200 & 300 runs
395,England,296/4,48.4,6.08,2,won,vNetherlands,Nagpur,22 Feb 2011,2011,296,B'twn 200 & 300 runs
396,India,296,48.4,6.08,1,lost,vSouth Africa,Nagpur,12 Mar 2011,2011,296,B'twn 200 & 300 runs
397,Sri Lanka,296/6,50.0,5.92,1,won,vPakistan,Fatullah,25 Feb 2014,2014,296,B'twn 200 & 300 runs
398,Pakistan,296/9,50.0,5.92,1,n/r,vZimbabwe,Lahore,31 May 2015,2015,296,B'twn 200 & 300 runs
399,Australia,296/7,48.5,6.06,2,won,vIndia,Melbourne,17 Jan 2016,2016,296,B'twn 200 & 300 runs
400,Australia,296,48.2,6.12,2,lost,vSouth Africa,Cape Town,12 Oct 2016,2016,296,B'twn 200 & 300 runs
401,Sri Lanka,296/8,50.0,5.92,2,lost,vSouth Africa,Centurion,10 Feb 2017,2017,296,B'twn 200 & 300 runs
402,England,296/6,50.0,5.92,1,won,vWest Indies,North Sound,3 Mar 2017,2017,296,B'twn 200 & 300 runs
403,Zimbabwe,295/7,50.0,5.9,2,lost,vSouth Africa,Harare,26 Aug 2007,2007,295,B'twn 200 & 300 runs
404,West Indies,295/7,50.0,5.9,1,lost,vSouth Africa,Johannesburg,3 Feb 2008,2008,295,B'twn 200 & 300 runs
405,Pakistan,295/6,49.5,5.91,2,won,vWest Indies,Abu Dhabi,12 Nov 2008,2008,295,B'twn 200 & 300 runs
406,Afghanistan,295/8,50.0,5.9,1,won,vScotland,Benoni,19 Apr 2009,2009,295,B'twn 200 & 300 runs
407,South Africa,295/5,50.0,5.9,1,won,vZimbabwe,Benoni,8 Nov 2009,2009,295,B'twn 200 & 300 runs
408,England,295/6,49.3,5.95,2,won,vPakistan,Leeds,12 Sep 2010,2010,295,B'twn 200 & 300 runs
409,Bangladesh,295/6,50.0,5.9,2,lost,vAustralia,Dhaka,13 Apr 2011,2011,295,B'twn 200 & 300 runs
410,Australia,295/8,50.0,5.9,1,n/r,vIndia,Ranchi,23 Oct 2013,2013,295,B'twn 200 & 300 runs
411,India,295/6,50.0,5.9,1,lost,vAustralia,Melbourne,17 Jan 2016,2016,295,B'twn 200 & 300 runs
412,South Africa,295/4,36.2,8.11,2,won,vAustralia,Centurion,30 Sep 2016,2016,295,B'twn 200 & 300 runs
413,South Africa,294,48.0,6.12,2,lost,vAustralia,Basseterre,24 Mar 2007,2007,294,B'twn 200 & 300 runs
414,South Africa,294/5,50.0,5.88,1,won,vPakistan,Lahore,18 Oct 2007,2007,294,B'twn 200 & 300 runs
415,India,294/6,50.0,5.88,1,won,vPakistan,Kanpur,11 Nov 2007,2007,294,B'twn 200 & 300 runs
416,West Indies,294/9,50.0,5.88,1,lost,vPakistan,Abu Dhabi,12 Nov 2008,2008,294,B'twn 200 & 300 runs
417,Pakistan,294/8,50.0,5.88,1,lost,vEngland,Leeds,12 Sep 2010,2010,294,B'twn 200 & 300 runs
418,England,294,49.4,5.91,1,lost,vAustralia,Melbourne,16 Jan 2011,2011,294,B'twn 200 & 300 runs
419,West Indies,294/7,50.0,5.88,1,won,vAustralia,Gros Islet,23 Mar 2012,2012,294,B'twn 200 & 300 runs
420,India,294/7,50.0,5.88,1,won,vSri Lanka,Pallekele,4 Aug 2012,2012,294,B'twn 200 & 300 runs
421,India,294/8,50.0,5.88,1,won,vZimbabwe,Harare,26 Jul 2013,2013,294,B'twn 200 & 300 runs
422,England,294/7,50.0,5.88,1,won,vIndia,Leeds,5 Sep 2014,2014,294,B'twn 200 & 300 runs
423,New Zealand,294/5,50.0,5.88,1,won,vSri Lanka,Mount Maunganui,5 Jan 2016,2016,294,B'twn 200 & 300 runs
424,Australia,294/9,50.0,5.88,1,lost,vSouth Africa,Centurion,30 Sep 2016,2016,294,B'twn 200 & 300 runs
425,Scotland,293/8,49.5,5.87,2,won,vCanada,Mombasa,18 Jan 2007,2007,293,B'twn 200 & 300 runs
426,Bangladesh,293/7,50.0,5.86,1,won,vIreland,Dhaka,22 Mar 2008,2008,293,B'twn 200 & 300 runs
427,West Indies,293/9,50.0,5.86,1,lost,vNew Zealand,Napier,13 Jan 2009,2009,293,B'twn 200 & 300 runs
428,Pakistan,293/7,50.0,5.86,1,won,vNew Zealand,Christchurch,29 Jan 2011,2011,293,B'twn 200 & 300 runs
429,Bangladesh,293/5,49.2,5.93,2,won,vIndia,Dhaka,16 Mar 2012,2012,293,B'twn 200 & 300 runs
430,Sri Lanka,293/9,50.0,5.86,2,lost,vIndia,Hambantota,21 Jul 2012,2012,293,B'twn 200 & 300 runs
431,England,293/7,50.0,5.86,1,lost,vSri Lanka,The Oval,13 Jun 2013,2013,293,B'twn 200 & 300 runs
432,England,293/8,50.0,5.86,2,lost,vSri Lanka,Lord's,31 May 2014,2014,293,B'twn 200 & 300 runs
433,Canada,292/5,50.0,5.84,1,lost,vScotland,Mombasa,18 Jan 2007,2007,292,B'twn 200 & 300 runs
434,England,292/7,50.0,5.84,1,won,vAustralia,Sydney,2 Feb 2007,2007,292,B'twn 200 & 300 runs
435,India,292/9,50.0,5.84,1,won,vEngland,Indore,17 Nov 2008,2008,292,B'twn 200 & 300 runs
436,Australia,292/8,50.0,5.84,1,won,vIndia,Vadodara,25 Oct 2009,2009,292,B'twn 200 & 300 runs
437,India,292/5,48.5,5.97,2,won,vAustralia,Visakhapatnam,20 Oct 2010,2010,292,B'twn 200 & 300 runs
438,Netherlands,292/6,50.0,5.84,1,lost,vEngland,Nagpur,22 Feb 2011,2011,292,B'twn 200 & 300 runs
439,Bangladesh,292/6,50.0,5.84,1,won,vWest Indies,Khulna,2 Dec 2012,2012,292,B'twn 200 & 300 runs
440,New Zealand,292/7,50.0,5.84,1,won,vIndia,Napier,19 Jan 2014,2014,292,B'twn 200 & 300 runs
441,England,292,47.1,6.19,2,lost,vSri Lanka,Colombo (RPS),26 Nov 2014,2014,292,B'twn 200 & 300 runs
